country,gdp_per_capita_PPP_constant_2011_international_dollar,gdp_per_capita_PPP_current_international_dollar,gdp_per_capita_constant2010USD,incomeLevel,iso2c,iso3c,latitude,lendingType,longitude,name,region,year
"Macedonia, FYR",8976.6587472442,7085.0960644945,3591.2933264313,Upper middle income,MK,MKD,42.0024,IBRD,21.4361,"Macedonia, FYR",Europe & Central Asia,2004
"Macedonia, FYR",9385.9451191502,7759.6971725482,3755.0365918725,Upper middle income,MK,MKD,42.0024,IBRD,21.4361,"Macedonia, FYR",Europe & Central Asia,2005
"Macedonia, FYR",9854.3618098479,8589.7038768779,3942.4361335793,Upper middle income,MK,MKD,42.0024,IBRD,21.4361,"Macedonia, FYR",Europe & Central Asia,2006
"Macedonia, FYR",10480.5328597594,9239.2581572026,4192.9484874595,Upper middle income,MK,MKD,42.0024,IBRD,21.4361,"Macedonia, FYR",Europe & Central Asia,2007
"Macedonia, FYR",11043.7314235712,10417.7007080997,4418.2674285738,Upper middle income,MK,MKD,42.0024,IBRD,21.4361,"Macedonia, FYR",Europe & Central Asia,2008
"Macedonia, FYR",10995.0059110224,10925.3101482659,4398.7738048357,Upper middle income,MK,MKD,42.0024,IBRD,21.4361,"Macedonia, FYR",Europe & Central Asia,2009
"Macedonia, FYR",11355.2684675862,11295.6418211168,4542.9041044918,Upper middle income,MK,MKD,42.0024,IBRD,21.4361,"Macedonia, FYR",Europe & Central Asia,2010
"Macedonia, FYR",11611.7507233482,11611.7507233482,4645.5150023104,Upper middle income,MK,MKD,42.0024,IBRD,21.4361,"Macedonia, FYR",Europe & Central Asia,2011
"Macedonia, FYR",11549.5674164302,11841.0370657223,4620.6373165881,Upper middle income,MK,MKD,42.0024,IBRD,21.4361,"Macedonia, FYR",Europe & Central Asia,2012
"Macedonia, FYR",11877.6701000438,12666.9773281286,4751.9014106373,Upper middle income,MK,MKD,42.0024,IBRD,21.4361,"Macedonia, FYR",Europe & Central Asia,2013
"Macedonia, FYR",12298.3829339517,13516.3600468116,4920.2160625919,Upper middle income,MK,MKD,42.0024,IBRD,21.4361,"Macedonia, FYR",Europe & Central Asia,2014
"Macedonia, FYR",12759.705329394,14022.7728774425,5104.7773884409,Upper middle income,MK,MKD,42.0024,IBRD,21.4361,"Macedonia, FYR",Europe & Central Asia,2015
Mali,,,,Low income,ML,MLI,13.5667,IDA,-7.50034,Mali,Sub-Saharan Africa ,1962
Mali,,,,Low income,ML,MLI,13.5667,IDA,-7.50034,Mali,Sub-Saharan Africa ,1963
Mali,,,,Low income,ML,MLI,13.5667,IDA,-7.50034,Mali,Sub-Saharan Africa ,1964
Mali,,,,Low income,ML,MLI,13.5667,IDA,-7.50034,Mali,Sub-Saharan Africa ,1965
Mali,,,,Low income,ML,MLI,13.5667,IDA,-7.50034,Mali,Sub-Saharan Africa ,1966
Mali,,,340.6941607373,Low income,ML,MLI,13.5667,IDA,-7.50034,Mali,Sub-Saharan Africa ,1967
Mali,,,348.766695544,Low income,ML,MLI,13.5667,IDA,-7.50034,Mali,Sub-Saharan Africa ,1968
Mali,,,344.766763472,Low income,ML,MLI,13.5667,IDA,-7.50034,Mali,Sub-Saharan Africa ,1969
Mali,,,360.5346502855,Low income,ML,MLI,13.5667,IDA,-7.50034,Mali,Sub-Saharan Africa ,1970
Mali,,,363.9551184653,Low income,ML,MLI,13.5667,IDA,-7.50034,Mali,Sub-Saharan Africa ,1971
Mali,,,378.7748283786,Low income,ML,MLI,13.5667,IDA,-7.50034,Mali,Sub-Saharan Africa ,1972
Mali,,,366.7761119172,Low income,ML,MLI,13.5667,IDA,-7.50034,Mali,Sub-Saharan Africa ,1973
Mali,,,354.807745218,Low income,ML,MLI,13.5667,IDA,-7.50034,Mali,Sub-Saharan Africa ,1974
Mali,,,389.0934230684,Low income,ML,MLI,13.5667,IDA,-7.50034,Mali,Sub-Saharan Africa ,1975
Mali,,,434.4281214292,Low income,ML,MLI,13.5667,IDA,-7.50034,Mali,Sub-Saharan Africa ,1976
Mali,,,454.0498605369,Low income,ML,MLI,13.5667,IDA,-7.50034,Mali,Sub-Saharan Africa ,1977
Mali,,,439.6181722973,Low income,ML,MLI,13.5667,IDA,-7.50034,Mali,Sub-Saharan Africa ,1978
Mali,,,476.5791332063,Low income,ML,MLI,13.5667,IDA,-7.50034,Mali,Sub-Saharan Africa ,1979
Mali,,,447.3747304849,Low income,ML,MLI,13.5667,IDA,-7.50034,Mali,Sub-Saharan Africa ,1980
Mali,,,445.0742004828,Low income,ML,MLI,13.5667,IDA,-7.50034,Mali,Sub-Saharan Africa ,1981
Mali,,,403.6775286707,Low income,ML,MLI,13.5667,IDA,-7.50034,Mali,Sub-Saharan Africa ,1982
Mali,,,402.523438789,Low income,ML,MLI,13.5667,IDA,-7.50034,Mali,Sub-Saharan Africa ,1983
Mali,,,393.5468202817,Low income,ML,MLI,13.5667,IDA,-7.50034,Mali,Sub-Saharan Africa ,1984
Mali,,,465.0296506813,Low income,ML,MLI,13.5667,IDA,-7.50034,Mali,Sub-Saharan Africa ,1985
Mali,,,470.1508969789,Low income,ML,MLI,13.5667,IDA,-7.50034,Mali,Sub-Saharan Africa ,1986
Mali,,,462.9442985749,Low income,ML,MLI,13.5667,IDA,-7.50034,Mali,Sub-Saharan Africa ,1987
Mali,,,490.2892416674,Low income,ML,MLI,13.5667,IDA,-7.50034,Mali,Sub-Saharan Africa ,1988
Mali,,,502.8532590895,Low income,ML,MLI,13.5667,IDA,-7.50034,Mali,Sub-Saharan Africa ,1989
Mali,1271.7940765568,822.0025329668,481.254851923,Low income,ML,MLI,13.5667,IDA,-7.50034,Mali,Sub-Saharan Africa ,1990
Mali,1390.4007288101,928.5740111099,526.1363527252,Low income,ML,MLI,13.5667,IDA,-7.50034,Mali,Sub-Saharan Africa ,1991
Mali,1312.9111993166,896.810535771,496.813828954,Low income,ML,MLI,13.5667,IDA,-7.50034,Mali,Sub-Saharan Africa ,1992
Mali,1319.2709859221,922.5955436469,499.2204120774,Low income,ML,MLI,13.5667,IDA,-7.50034,Mali,Sub-Saharan Africa ,1993
Mali,1332.84931759,951.9273116558,504.3585379081,Low income,ML,MLI,13.5667,IDA,-7.50034,Mali,Sub-Saharan Africa ,1994
Mali,1309.9629316691,955.0949561292,495.6981859924,Low income,ML,MLI,13.5667,IDA,-7.50034,Mali,Sub-Saharan Africa ,1995
Mali,1366.4862413326,1014.4942445937,517.0869607348,Low income,ML,MLI,13.5667,IDA,-7.50034,Mali,Sub-Saharan Africa ,1996
Mali,1396.0346784685,1054.1698855489,528.2682745973,Low income,ML,MLI,13.5667,IDA,-7.50034,Mali,Sub-Saharan Africa ,1997
Mali,1463.1498444373,1116.8401559145,553.66507417,Low income,ML,MLI,13.5667,IDA,-7.50034,Mali,Sub-Saharan Africa ,1998
Mali,1505.5358545906,1166.7802814097,569.7042061458,Low income,ML,MLI,13.5667,IDA,-7.50034,Mali,Sub-Saharan Africa ,1999
Mali,1462.919766879,1159.5518729188,553.5780113795,Low income,ML,MLI,13.5667,IDA,-7.50034,Mali,Sub-Saharan Africa ,2000
Mali,1639.2032424335,1328.8884610819,620.2847837165,Low income,ML,MLI,13.5667,IDA,-7.50034,Mali,Sub-Saharan Africa ,2001
Mali,1639.9260800084,1349.8835488812,620.5583099866,Low income,ML,MLI,13.5667,IDA,-7.50034,Mali,Sub-Saharan Africa ,2002
Mali,1734.8863939701,1456.5249784804,656.4918881315,Low income,ML,MLI,13.5667,IDA,-7.50034,Mali,Sub-Saharan Africa ,2003
Mali,1706.9563362087,1472.481882389,645.9229791706,Low income,ML,MLI,13.5667,IDA,-7.50034,Mali,Sub-Saharan Africa ,2004
Mali,1760.6939339085,1567.7085735674,666.2576230414,Low income,ML,MLI,13.5667,IDA,-7.50034,Mali,Sub-Saharan Africa ,2005
Mali,1783.1103264062,1636.4453529043,674.7401264993,Low income,ML,MLI,13.5667,IDA,-7.50034,Mali,Sub-Saharan Africa ,2006
Mali,1784.8784847546,1681.6625779754,675.4092087035,Low income,ML,MLI,13.5667,IDA,-7.50034,Mali,Sub-Saharan Africa ,2007
Mali,1808.8876264584,1737.7147522995,684.4944184466,Low income,ML,MLI,13.5667,IDA,-7.50034,Mali,Sub-Saharan Africa ,2008
Mali,1832.8080810914,1774.0653502208,693.546068446,Low income,ML,MLI,13.5667,IDA,-7.50034,Mali,Sub-Saharan Africa ,2009
Mali,1871.984743851,1834.117059276,708.3707632474,Low income,ML,MLI,13.5667,IDA,-7.50034,Mali,Sub-Saharan Africa ,2010
Mali,1874.7030301018,1874.7030301018,709.3993798067,Low income,ML,MLI,13.5667,IDA,-7.50034,Mali,Sub-Saharan Africa ,2011
Mali,1804.942604401,1838.1905764144,683.0015973672,Low income,ML,MLI,13.5667,IDA,-7.50034,Mali,Sub-Saharan Africa ,2012
Mali,1793.7236655866,1856.2673628685,678.7562805841,Low income,ML,MLI,13.5667,IDA,-7.50034,Mali,Sub-Saharan Africa ,2013
Mali,1865.1606218307,1964.7524703262,705.788472692,Low income,ML,MLI,13.5667,IDA,-7.50034,Mali,Sub-Saharan Africa ,2014
Mali,1919.2284214274,2043.4592304345,726.2480670307,Low income,ML,MLI,13.5667,IDA,-7.50034,Mali,Sub-Saharan Africa ,2015
Malta,,,,High income,MT,MLT,35.9042,Not classified,14.5189,Malta,Middle East & North Africa,1962
Malta,,,,High income,MT,MLT,35.9042,Not classified,14.5189,Malta,Middle East & North Africa,1963
Malta,,,,High income,MT,MLT,35.9042,Not classified,14.5189,Malta,Middle East & North Africa,1964
Malta,,,,High income,MT,MLT,35.9042,Not classified,14.5189,Malta,Middle East & North Africa,1965
Malta,,,,High income,MT,MLT,35.9042,Not classified,14.5189,Malta,Middle East & North Africa,1966
Malta,,,,High income,MT,MLT,35.9042,Not classified,14.5189,Malta,Middle East & North Africa,1967
Malta,,,,High income,MT,MLT,35.9042,Not classified,14.5189,Malta,Middle East & North Africa,1968
Malta,,,,High income,MT,MLT,35.9042,Not classified,14.5189,Malta,Middle East & North Africa,1969
Malta,,,3742.8082839991,High income,MT,MLT,35.9042,Not classified,14.5189,Malta,Middle East & North Africa,1970
Malta,,,3834.0231514603,High income,MT,MLT,35.9042,Not classified,14.5189,Malta,Middle East & North Africa,1971
Malta,,,4061.2201239546,High income,MT,MLT,35.9042,Not classified,14.5189,Malta,Middle East & North Africa,1972
Malta,,,4233.1029404675,High income,MT,MLT,35.9042,Not classified,14.5189,Malta,Middle East & North Africa,1973
Malta,,,4661.1007259515,High income,MT,MLT,35.9042,Not classified,14.5189,Malta,Middle East & North Africa,1974
Malta,,,5532.0393642478,High income,MT,MLT,35.9042,Not classified,14.5189,Malta,Middle East & North Africa,1975
Malta,,,6440.5746234169,High income,MT,MLT,35.9042,Not classified,14.5189,Malta,Middle East & North Africa,1976
Malta,,,7197.1543264038,High income,MT,MLT,35.9042,Not classified,14.5189,Malta,Middle East & North Africa,1977
Malta,,,7917.5938621124,High income,MT,MLT,35.9042,Not classified,14.5189,Malta,Middle East & North Africa,1978
Malta,,,8659.9864794496,High income,MT,MLT,35.9042,Not classified,14.5189,Malta,Middle East & North Africa,1979
Malta,,,9173.7878056975,High income,MT,MLT,35.9042,Not classified,14.5189,Malta,Middle East & North Africa,1980
Malta,,,9408.1648236831,High income,MT,MLT,35.9042,Not classified,14.5189,Malta,Middle East & North Africa,1981
Malta,,,9418.8747716498,High income,MT,MLT,35.9042,Not classified,14.5189,Malta,Middle East & North Africa,1982
Malta,,,9230.1756288089,High income,MT,MLT,35.9042,Not classified,14.5189,Malta,Middle East & North Africa,1983
Malta,,,9315.2134826234,High income,MT,MLT,35.9042,Not classified,14.5189,Malta,Middle East & North Africa,1984
Malta,,,9389.6282539501,High income,MT,MLT,35.9042,Not classified,14.5189,Malta,Middle East & North Africa,1985
Malta,,,9592.8006262298,High income,MT,MLT,35.9042,Not classified,14.5189,Malta,Middle East & North Africa,1986
Malta,,,9918.5783327391,High income,MT,MLT,35.9042,Not classified,14.5189,Malta,Middle East & North Africa,1987
Malta,,,10665.2248047161,High income,MT,MLT,35.9042,Not classified,14.5189,Malta,Middle East & North Africa,1988
Malta,,,11425.7952120037,High income,MT,MLT,35.9042,Not classified,14.5189,Malta,Middle East & North Africa,1989
Malta,16151.6945761143,9337.889417597,12026.4033042837,High income,MT,MLT,35.9042,Not classified,14.5189,Malta,Middle East & North Africa,1990
Malta,16705.8634811661,9979.7518109771,12439.0323766971,High income,MT,MLT,35.9042,Not classified,14.5189,Malta,Middle East & North Africa,1991
Malta,17310.0227692463,10576.3852779821,12888.8838287686,High income,MT,MLT,35.9042,Not classified,14.5189,Malta,Middle East & North Africa,1992
Malta,17905.9092673237,11200.773001305,13332.575437453,High income,MT,MLT,35.9042,Not classified,14.5189,Malta,Middle East & North Africa,1993
Malta,18741.6844948624,11973.0730132138,13954.885988878,High income,MT,MLT,35.9042,Not classified,14.5189,Malta,Middle East & North Africa,1994
Malta,19791.9145369326,12907.7227088472,14736.8776237922,High income,MT,MLT,35.9042,Not classified,14.5189,Malta,Middle East & North Africa,1995
Malta,20405.1162889303,13675.7391122315,15193.4620113725,High income,MT,MLT,35.9042,Not classified,14.5189,Malta,Middle East & North Africa,1996
Malta,21315.8802177412,15119.5401409472,15871.6084604188,High income,MT,MLT,35.9042,Not classified,14.5189,Malta,Middle East & North Africa,1997
Malta,22263.2788702965,15852.4080860075,16577.0327879946,High income,MT,MLT,35.9042,Not classified,14.5189,Malta,Middle East & North Africa,1998
Malta,23176.288805062,16962.282910601,17256.851592428,High income,MT,MLT,35.9042,Not classified,14.5189,Malta,Middle East & North Africa,1999
Malta,24586.2087993862,19410.7763487076,18306.665059282,High income,MT,MLT,35.9042,Not classified,14.5189,Malta,Middle East & North Africa,2000
Malta,24550.6838730852,19666.3322262037,18280.2135257269,High income,MT,MLT,35.9042,Not classified,14.5189,Malta,Middle East & North Africa,2001
Malta,25095.2006181985,20561.7656075181,18685.6556885791,High income,MT,MLT,35.9042,Not classified,14.5189,Malta,Middle East & North Africa,2002
Malta,25564.8618844319,20936.434461297,19035.3611499787,High income,MT,MLT,35.9042,Not classified,14.5189,Malta,Middle East & North Africa,2003
Malta,25506.3353137714,21416.1842322352,18991.7828034799,High income,MT,MLT,35.9042,Not classified,14.5189,Malta,Middle East & North Africa,2004
Malta,26303.2044890326,22232.5243029781,19585.1242660293,High income,MT,MLT,35.9042,Not classified,14.5189,Malta,Middle East & North Africa,2005
Malta,26686.8083899906,23237.249596831,19870.7522043411,High income,MT,MLT,35.9042,Not classified,14.5189,Malta,Middle East & North Africa,2006
Malta,27654.0510352441,24883.5920212887,20590.9521864608,High income,MT,MLT,35.9042,Not classified,14.5189,Malta,Middle East & North Africa,2007
Malta,28394.1469637797,26193.1365445985,21142.0208113957,High income,MT,MLT,35.9042,Not classified,14.5189,Malta,Middle East & North Africa,2008
Malta,27486.9947366956,26166.233515164,20466.5636022539,High income,MT,MLT,35.9042,Not classified,14.5189,Malta,Middle East & North Africa,2009
Malta,28321.3202275942,27862.8507509239,21087.7946931036,High income,MT,MLT,35.9042,Not classified,14.5189,Malta,Middle East & North Africa,2010
Malta,28595.3225575248,28595.3225575248,21291.8143091588,High income,MT,MLT,35.9042,Not classified,14.5189,Malta,Middle East & North Africa,2011
Malta,29110.6332188701,29442.569894165,21675.509890519,High income,MT,MLT,35.9042,Not classified,14.5189,Malta,Middle East & North Africa,2012
Malta,30142.2223198154,31240.1432431887,22443.6216520316,High income,MT,MLT,35.9042,Not classified,14.5189,Malta,Middle East & North Africa,2013
Malta,32340.9345360379,33853.867034124,24080.7625562096,High income,MT,MLT,35.9042,Not classified,14.5189,Malta,Middle East & North Africa,2014
Malta,34380.06328531,35880.6148236452,25599.0790778935,High income,MT,MLT,35.9042,Not classified,14.5189,Malta,Middle East & North Africa,2015
Myanmar,,,159.1839605559,Lower middle income,MM,MMR,21.914,IDA,95.9562,Myanmar,East Asia & Pacific,1962
Myanmar,,,176.6119431237,Lower middle income,MM,MMR,21.914,IDA,95.9562,Myanmar,East Asia & Pacific,1963
Myanmar,,,162.5986514359,Lower middle income,MM,MMR,21.914,IDA,95.9562,Myanmar,East Asia & Pacific,1964
Myanmar,,,175.9573876823,Lower middle income,MM,MMR,21.914,IDA,95.9562,Myanmar,East Asia & Pacific,1965
Myanmar,,,163.5534570912,Lower middle income,MM,MMR,21.914,IDA,95.9562,Myanmar,East Asia & Pacific,1966
Myanmar,,,150.2213569971,Lower middle income,MM,MMR,21.914,IDA,95.9562,Myanmar,East Asia & Pacific,1967
Myanmar,,,164.2936678633,Lower middle income,MM,MMR,21.914,IDA,95.9562,Myanmar,East Asia & Pacific,1968
Myanmar,,,165.6120777566,Lower middle income,MM,MMR,21.914,IDA,95.9562,Myanmar,East Asia & Pacific,1969
Myanmar,,,169.6882620762,Lower middle income,MM,MMR,21.914,IDA,95.9562,Myanmar,East Asia & Pacific,1970
Myanmar,,,172.4886015042,Lower middle income,MM,MMR,21.914,IDA,95.9562,Myanmar,East Asia & Pacific,1971
Myanmar,,,172.5080859198,Lower middle income,MM,MMR,21.914,IDA,95.9562,Myanmar,East Asia & Pacific,1972
Myanmar,,,166.8170652443,Lower middle income,MM,MMR,21.914,IDA,95.9562,Myanmar,East Asia & Pacific,1973
Myanmar,,,171.610073853,Lower middle income,MM,MMR,21.914,IDA,95.9562,Myanmar,East Asia & Pacific,1974
Myanmar,,,174.5616894347,Lower middle income,MM,MMR,21.914,IDA,95.9562,Myanmar,East Asia & Pacific,1975
Myanmar,,,180.8788234677,Lower middle income,MM,MMR,21.914,IDA,95.9562,Myanmar,East Asia & Pacific,1976
Myanmar,,,187.2375899525,Lower middle income,MM,MMR,21.914,IDA,95.9562,Myanmar,East Asia & Pacific,1977
Myanmar,,,194.8865007881,Lower middle income,MM,MMR,21.914,IDA,95.9562,Myanmar,East Asia & Pacific,1978
Myanmar,,,200.3607491046,Lower middle income,MM,MMR,21.914,IDA,95.9562,Myanmar,East Asia & Pacific,1979
Myanmar,,,211.3680279239,Lower middle income,MM,MMR,21.914,IDA,95.9562,Myanmar,East Asia & Pacific,1980
Myanmar,,,219.7355361628,Lower middle income,MM,MMR,21.914,IDA,95.9562,Myanmar,East Asia & Pacific,1981
Myanmar,,,226.8739083437,Lower middle income,MM,MMR,21.914,IDA,95.9562,Myanmar,East Asia & Pacific,1982
Myanmar,,,231.660963917,Lower middle income,MM,MMR,21.914,IDA,95.9562,Myanmar,East Asia & Pacific,1983
Myanmar,,,237.9493339196,Lower middle income,MM,MMR,21.914,IDA,95.9562,Myanmar,East Asia & Pacific,1984
Myanmar,,,239.7796797233,Lower middle income,MM,MMR,21.914,IDA,95.9562,Myanmar,East Asia & Pacific,1985
Myanmar,,,232.65018333,Lower middle income,MM,MMR,21.914,IDA,95.9562,Myanmar,East Asia & Pacific,1986
Myanmar,,,219.1968267662,Lower middle income,MM,MMR,21.914,IDA,95.9562,Myanmar,East Asia & Pacific,1987
Myanmar,,,190.9118549329,Lower middle income,MM,MMR,21.914,IDA,95.9562,Myanmar,East Asia & Pacific,1988
Myanmar,,,194.7373963682,Lower middle income,MM,MMR,21.914,IDA,95.9562,Myanmar,East Asia & Pacific,1989
Myanmar,742.9708934511,480.2066369038,197.2098451083,Lower middle income,MM,MMR,21.914,IDA,95.9562,Myanmar,East Asia & Pacific,1990
Myanmar,728.031674933,486.2132754966,193.244466389,Lower middle income,MM,MMR,21.914,IDA,95.9562,Myanmar,East Asia & Pacific,1991
Myanmar,788.3884298972,538.5246546604,209.265210139,Lower middle income,MM,MMR,21.914,IDA,95.9562,Myanmar,East Asia & Pacific,1992
Myanmar,826.1329062843,577.7331161916,219.2838830206,Lower middle income,MM,MMR,21.914,IDA,95.9562,Myanmar,East Asia & Pacific,1993
Myanmar,877.4658474217,626.6902748738,232.9093984477,Lower middle income,MM,MMR,21.914,IDA,95.9562,Myanmar,East Asia & Pacific,1994
Myanmar,927.0256812682,675.8951196072,246.0642706542,Lower middle income,MM,MMR,21.914,IDA,95.9562,Myanmar,East Asia & Pacific,1995
Myanmar,974.2343698709,723.2821899147,258.5950686292,Lower middle income,MM,MMR,21.914,IDA,95.9562,Myanmar,East Asia & Pacific,1996
Myanmar,1015.8810789576,767.109339942,269.6495273175,Lower middle income,MM,MMR,21.914,IDA,95.9562,Myanmar,East Asia & Pacific,1997
Myanmar,1061.399626947,810.1793055263,281.731704261,Lower middle income,MM,MMR,21.914,IDA,95.9562,Myanmar,East Asia & Pacific,1998
Myanmar,1162.5863258628,900.9966759125,308.5901093426,Lower middle income,MM,MMR,21.914,IDA,95.9562,Myanmar,East Asia & Pacific,1999
Myanmar,1306.4432355429,1035.5241175446,346.774645407,Lower middle income,MM,MMR,21.914,IDA,95.9562,Myanmar,East Asia & Pacific,2000
Myanmar,1438.0328017367,1165.8012547902,381.7030096211,Lower middle income,MM,MMR,21.914,IDA,95.9562,Myanmar,East Asia & Pacific,2001
Myanmar,1593.458886066,1311.6346903319,422.9583996863,Lower middle income,MM,MMR,21.914,IDA,95.9562,Myanmar,East Asia & Pacific,2002
Myanmar,1795.5957968856,1507.4935964155,476.6124381214,Lower middle income,MM,MMR,21.914,IDA,95.9562,Myanmar,East Asia & Pacific,2003
Myanmar,2020.1248042885,1742.6322580027,536.2101036054,Lower middle income,MM,MMR,21.914,IDA,95.9562,Myanmar,East Asia & Pacific,2004
Myanmar,2274.884736075,2025.5401781873,603.8320887064,Lower middle income,MM,MMR,21.914,IDA,95.9562,Myanmar,East Asia & Pacific,2005
Myanmar,2553.1893903384,2343.1836219158,677.7036471268,Lower middle income,MM,MMR,21.914,IDA,95.9562,Myanmar,East Asia & Pacific,2006
Myanmar,2840.4480097951,2676.1906558663,753.9518936576,Lower middle income,MM,MMR,21.914,IDA,95.9562,Myanmar,East Asia & Pacific,2007
Myanmar,3112.2397358132,2989.7848946008,826.0946985269,Lower middle income,MM,MMR,21.914,IDA,95.9562,Myanmar,East Asia & Pacific,2008
Myanmar,3418.4086607217,3308.8463655559,907.3623858487,Lower middle income,MM,MMR,21.914,IDA,95.9562,Myanmar,East Asia & Pacific,2009
Myanmar,3721.2114400928,3645.9364350409,987.7365832022,Lower middle income,MM,MMR,21.914,IDA,95.9562,Myanmar,East Asia & Pacific,2010
Myanmar,3898.414627165,3898.414627165,1034.7723599509,Lower middle income,MM,MMR,21.914,IDA,95.9562,Myanmar,East Asia & Pacific,2011
Myanmar,4148.6981957698,4225.1193524142,1101.2061654106,Lower middle income,MM,MMR,21.914,IDA,95.9562,Myanmar,East Asia & Pacific,2012
Myanmar,4457.9013290433,4613.3397817913,1183.2792352406,Lower middle income,MM,MMR,21.914,IDA,95.9562,Myanmar,East Asia & Pacific,2013
Myanmar,4770.0120986737,5024.7109791306,1266.1240910459,Lower middle income,MM,MMR,21.914,IDA,95.9562,Myanmar,East Asia & Pacific,2014
Myanmar,5071.1098065162,5399.3605070548,1346.0457041932,Lower middle income,MM,MMR,21.914,IDA,95.9562,Myanmar,East Asia & Pacific,2015
Middle East & North Africa (excluding high income),,,,Aggregates,XQ,MNA,,Aggregates,,Middle East & North Africa (excluding high income),Aggregates,1962
Middle East & North Africa (excluding high income),,,,Aggregates,XQ,MNA,,Aggregates,,Middle East & North Africa (excluding high income),Aggregates,1963
Middle East & North Africa (excluding high income),,,,Aggregates,XQ,MNA,,Aggregates,,Middle East & North Africa (excluding high income),Aggregates,1964
Middle East & North Africa (excluding high income),,,1797.5084382437,Aggregates,XQ,MNA,,Aggregates,,Middle East & North Africa (excluding high income),Aggregates,1965
Middle East & North Africa (excluding high income),,,1860.2602291524,Aggregates,XQ,MNA,,Aggregates,,Middle East & North Africa (excluding high income),Aggregates,1966
Middle East & North Africa (excluding high income),,,1973.189261686,Aggregates,XQ,MNA,,Aggregates,,Middle East & North Africa (excluding high income),Aggregates,1967
Middle East & North Africa (excluding high income),,,2147.3072542425,Aggregates,XQ,MNA,,Aggregates,,Middle East & North Africa (excluding high income),Aggregates,1968
Middle East & North Africa (excluding high income),,,2339.544567756,Aggregates,XQ,MNA,,Aggregates,,Middle East & North Africa (excluding high income),Aggregates,1969
Middle East & North Africa (excluding high income),,,2486.3697747163,Aggregates,XQ,MNA,,Aggregates,,Middle East & North Africa (excluding high income),Aggregates,1970
Middle East & North Africa (excluding high income),,,2614.441372599,Aggregates,XQ,MNA,,Aggregates,,Middle East & North Africa (excluding high income),Aggregates,1971
Middle East & North Africa (excluding high income),,,2894.6500171726,Aggregates,XQ,MNA,,Aggregates,,Middle East & North Africa (excluding high income),Aggregates,1972
Middle East & North Africa (excluding high income),,,2984.6400708344,Aggregates,XQ,MNA,,Aggregates,,Middle East & North Africa (excluding high income),Aggregates,1973
Middle East & North Africa (excluding high income),,,3091.0266453419,Aggregates,XQ,MNA,,Aggregates,,Middle East & North Africa (excluding high income),Aggregates,1974
Middle East & North Africa (excluding high income),,,3083.4891107118,Aggregates,XQ,MNA,,Aggregates,,Middle East & North Africa (excluding high income),Aggregates,1975
Middle East & North Africa (excluding high income),,,3479.0472189266,Aggregates,XQ,MNA,,Aggregates,,Middle East & North Africa (excluding high income),Aggregates,1976
Middle East & North Africa (excluding high income),,,3403.8369651913,Aggregates,XQ,MNA,,Aggregates,,Middle East & North Africa (excluding high income),Aggregates,1977
Middle East & North Africa (excluding high income),,,3154.0593016986,Aggregates,XQ,MNA,,Aggregates,,Middle East & North Africa (excluding high income),Aggregates,1978
Middle East & North Africa (excluding high income),,,2973.5016492771,Aggregates,XQ,MNA,,Aggregates,,Middle East & North Africa (excluding high income),Aggregates,1979
Middle East & North Africa (excluding high income),,,2687.7783729768,Aggregates,XQ,MNA,,Aggregates,,Middle East & North Africa (excluding high income),Aggregates,1980
Middle East & North Africa (excluding high income),,,2571.9433010937,Aggregates,XQ,MNA,,Aggregates,,Middle East & North Africa (excluding high income),Aggregates,1981
Middle East & North Africa (excluding high income),,,2828.520865686,Aggregates,XQ,MNA,,Aggregates,,Middle East & North Africa (excluding high income),Aggregates,1982
Middle East & North Africa (excluding high income),,,2901.3688323772,Aggregates,XQ,MNA,,Aggregates,,Middle East & North Africa (excluding high income),Aggregates,1983
Middle East & North Africa (excluding high income),,,2787.5154258916,Aggregates,XQ,MNA,,Aggregates,,Middle East & North Africa (excluding high income),Aggregates,1984
Middle East & North Africa (excluding high income),,,2793.6015149327,Aggregates,XQ,MNA,,Aggregates,,Middle East & North Africa (excluding high income),Aggregates,1985
Middle East & North Africa (excluding high income),,,2639.5444865228,Aggregates,XQ,MNA,,Aggregates,,Middle East & North Africa (excluding high income),Aggregates,1986
Middle East & North Africa (excluding high income),,,2597.0497253536,Aggregates,XQ,MNA,,Aggregates,,Middle East & North Africa (excluding high income),Aggregates,1987
Middle East & North Africa (excluding high income),,,2502.5518231628,Aggregates,XQ,MNA,,Aggregates,,Middle East & North Africa (excluding high income),Aggregates,1988
Middle East & North Africa (excluding high income),,,2488.1291203146,Aggregates,XQ,MNA,,Aggregates,,Middle East & North Africa (excluding high income),Aggregates,1989
Middle East & North Africa (excluding high income),7767.1786710606,5020.1842100913,2712.1754801811,Aggregates,XQ,MNA,,Aggregates,,Middle East & North Africa (excluding high income),Aggregates,1990
Middle East & North Africa (excluding high income),7409.0475940378,4948.1051759715,2595.5446487652,Aggregates,XQ,MNA,,Aggregates,,Middle East & North Africa (excluding high income),Aggregates,1991
Middle East & North Africa (excluding high income),7586.3793045663,5182.0297459809,2655.536635856,Aggregates,XQ,MNA,,Aggregates,,Middle East & North Africa (excluding high income),Aggregates,1992
Middle East & North Africa (excluding high income),7554.0621528399,5282.7236807385,2642.4743426693,Aggregates,XQ,MNA,,Aggregates,,Middle East & North Africa (excluding high income),Aggregates,1993
